run_id,input_path,ecc_profile,peptide_length,index_aa_length,loss_prob,mutation_prob,insertion_prob,shuffle_prob,shuffle_passes,original_size_bytes,encoded_size_bytes,decoded_size_bytes,size_delta_bytes,success,byte_errors,bit_errors,bit_error_rate,failure_mode,data_units,parity_units,tx_units,tx_residues_total,payload_bits_capacity,payload_bits_useful,encode_time_s,decode_time_s,total_time_s,score_mean,score_p10,score_p90,base_error_mean,base_error_p10,base_error_p90
0,resources/test/data_test/size_00_1B.txt,rs16,18,0,0.009611364705882353,0.004805682352941177,0.004805682352941177,0.004805682352941177,1,1,115,1,0,True,0,0,0.0,success,1,16,17,306,54,8,0.0004993359980289824,0.0009070599990081973,0.0014063959970371798,0.5194317647058824,0.44634999999999997,0.539826,0.009611364705882353,0.00920348,0.011073
0,resources/test/data_test/size_01_2B.txt,rs16,18,0,0.009588788235294118,0.004794394117647059,0.004794394117647059,0.004794394117647059,1,2,115,2,0,True,0,0,0.0,success,1,16,17,306,54,8,0.00031347799813374877,0.0004984739935025573,0.000811951991636306,0.520560588235294,0.444022,0.549524,0.009588788235294118,0.00900952,0.01111956
0,resources/test/data_test/size_02_4B.txt,rs16,18,0,0.0090506,0.0045253,0.0045253,0.0045253,1,4,115,4,0,True,0,0,0.0,success,1,16,17,306,54,16,0.0002621520034153946,0.0006185590027598664,0.000880711006175261,0.54747,0.44417399999999996,0.62327,0.0090506,0.007534600000000001,0.011116520000000001
0,resources/test/data_test/size_03_8B.txt,rs16,18,0,0.007699611764705882,0.003849805882352941,0.003849805882352941,0.003849805882352941,1,8,115,8,0,True,0,0,0.0,success,1,16,17,306,54,32,0.00028352100343909115,0.0005042760021751747,0.0007877970056142658,0.6150194117647059,0.47724999999999995,0.70713,0.007699611764705882,0.0058574,0.010455
0,resources/test/data_test/size_04_16B.txt,rs16,18,0,0.006681688888888889,0.0033408444444444443,0.0033408444444444443,0.0033408444444444443,1,16,122,16,0,True,0,0,0.0,success,2,16,18,324,108,64,0.00034047799999825656,0.0013430269973468967,0.0016835049973451532,0.6659155555555556,0.561025,0.759311,0.006681688888888889,0.00481378,0.0087795
0,resources/test/data_test/size_05_32B.txt,rs16,18,0,0.006211494736842105,0.0031057473684210526,0.0031057473684210526,0.0031057473684210526,1,32,129,32,0,True,0,0,0.0,success,3,16,19,342,162,152,0.0004186950027360581,0.0014191800000844523,0.0018378750028205104,0.6894252631578948,0.542254,0.80128,0.006211494736842105,0.0039744,0.009154919999999999
0,resources/test/data_test/size_06_64B.txt,rs16,18,0,0.006405295652173913,0.0032026478260869565,0.0032026478260869565,0.0032026478260869565,1,64,156,64,0,True,0,0,0.0,success,7,16,23,414,378,352,0.0005290319968480617,0.0020509249952738173,0.002579956992121879,0.6797352173913044,0.560378,0.7645040000000001,0.006405295652173913,0.004709919999999999,0.008792440000000002
0,resources/test/data_test/size_07_128B.txt,rs16,18,0,0.005902766666666667,0.0029513833333333333,0.0029513833333333333,0.0029513833333333333,1,128,203,128,0,True,0,0,0.0,success,14,16,30,540,756,752,0.0007910720014479011,0.0023526100048911758,0.003143682006339077,0.7048616666666666,0.595321,0.8006180000000002,0.005902766666666667,0.003987639999999999,0.008093580000000001
0,resources/test/data_test/size_08_256B.txt,rs16,18,0,0.00663827868852459,0.003319139344262295,0.003319139344262295,0.003319139344262295,1,256,412,256,0,True,0,0,0.0,success,29,32,61,1098,1566,1560,0.0012258279966772534,0.002854431004379876,0.004080259001057129,0.6680860655737705,0.52044,0.79877,0.00663827868852459,0.004024600000000001,0.0095912
0,resources/test/data_test/size_09_512B.txt,rs16,18,0,0.006514839252336449,0.0032574196261682246,0.0032574196261682246,0.0032574196261682246,1,512,723,512,0,True,0,0,0.0,success,59,48,107,1926,3186,3144,0.0013885830048820935,0.004858325999521185,0.006246909004403278,0.6742580373831776,0.52649,0.8072,0.006514839252336449,0.003855999999999999,0.0094702
0,resources/test/data_test/size_10_1024B.txt,rs16,18,0,0.00642809595959596,0.00321404797979798,0.00321404797979798,0.00321404797979798,1,1024,1337,1024,0,False,65,222,0.027099609375,mismatch,118,80,198,3564,6372,6360,0.0023878659994807094,0.013701491996471304,0.016089357995952014,0.6785952020202021,0.52649,0.81132,0.00642809595959596,0.0037735999999999994,0.0094702
0,resources/test/data_test/size_11_2048B.txt,rs16,18,0,0.0062865783375314855,0.0031432891687657428,0.0031432891687657428,0.0031432891687657428,1,2048,2680,2049,1,False,812,2720,0.166015625,mismatch,237,160,397,7146,12798,12776,0.007051546999718994,0.01695625299907988,0.024007799998798873,0.6856710831234256,0.53862,0.8072,0.0062865783375314855,0.003855999999999999,0.0092276
0,resources/test/data_test/size_12_4096B.txt,rs16,18,0,0.006424108679245284,0.003212054339622642,0.003212054339622642,0.003212054339622642,1,4096,5367,3952,-144,False,194,1332,0.0406494140625,mismatch,475,320,795,14310,25650,25608,0.009235840996552724,0.05052617700130213,0.059762017997854855,0.6787945660377358,0.53862,0.8072,0.006424108679245284,0.003855999999999999,0.0092276
0,resources/test/data_test/size_13_8192B.txt,rs16,18,0,0.006313431281407036,0.003156715640703518,0.003156715640703518,0.003156715640703518,1,8192,10746,3160,-5032,False,6082,43815,0.6685638427734375,mismatch,952,640,1592,28656,51408,51368,0.02761351899971487,0.10690491299465066,0.13451843199436553,0.6843284359296482,0.5513450000000002,0.81132,0.006313431281407036,0.0037735999999999994,0.008973100000000012
