run_id,input_path,ecc_profile,peptide_length,index_aa_length,loss_prob,mutation_prob,insertion_prob,shuffle_prob,shuffle_passes,original_size_bytes,encoded_size_bytes,decoded_size_bytes,size_delta_bytes,success,byte_errors,bit_errors,bit_error_rate,failure_mode,data_units,parity_units,tx_units,tx_residues_total,payload_bits_capacity,payload_bits_useful,encode_time_s,decode_time_s,total_time_s,score_mean,score_p10,score_p90,base_error_mean,base_error_p10,base_error_p90,encoder
0,resources/test/data_test/size_00_1B.txt,rs16,18,0,0.009173576470588236,0.004586788235294118,0.004586788235294118,0.004586788235294118,1,1,115,1,0,True,0,0,0.0,success,1,16,17,306,36,8,0.0005640660019707866,0.0009651979999034666,0.0015292640018742532,0.5413211764705883,0.46402200000000005,0.58094,0.009173576470588236,0.0083812,0.01071956,yin_yang
0,resources/test/data_test/size_01_2B.txt,rs16,18,0,0.008571905882352942,0.004285952941176471,0.004285952941176471,0.004285952941176471,1,2,115,2,0,True,0,0,0.0,success,1,16,17,306,36,16,0.00026792199787450954,0.0009646370017435402,0.0012325589996180497,0.5714047058823529,0.47234,0.633174,0.008571905882352942,0.007336520000000001,0.0105532,yin_yang
0,resources/test/data_test/size_02_4B.txt,rs16,18,0,0.007429176470588235,0.0037145882352941175,0.0037145882352941175,0.0037145882352941175,1,4,115,4,0,True,0,0,0.0,success,1,16,17,306,36,32,0.0003040590017917566,0.0012663320012507029,0.0015703910030424595,0.6285411764705883,0.504746,0.7360899999999999,0.007429176470588235,0.0052782,0.00990508,yin_yang
0,resources/test/data_test/size_03_8B.txt,rs16,18,0,0.0061380666666666665,0.0030690333333333332,0.0030690333333333332,0.0030690333333333332,1,8,122,8,0,True,0,0,0.0,success,2,16,18,324,72,64,0.0004004599977633916,0.0011151689977850765,0.001515628995548468,0.6930966666666667,0.4951070000000001,0.8867520000000001,0.0061380666666666665,0.00226496,0.01009786,yin_yang
0,resources/test/data_test/size_04_16B.txt,rs16,18,0,0.00577414,0.00288707,0.00288707,0.00288707,1,16,135,16,0,True,0,0,0.0,success,4,16,20,360,144,128,0.0005691670012311079,0.0015498229986405931,0.002118989999871701,0.7112930000000001,0.5555840000000001,0.8924850000000001,0.00577414,0.0021502999999999995,0.008888320000000002,yin_yang
0,resources/test/data_test/size_05_32B.txt,rs16,18,0,0.004888425,0.0024442125,0.0024442125,0.0024442125,1,32,162,32,0,True,0,0,0.0,success,8,16,24,432,288,256,0.0009057169954758137,0.001395975996274501,0.002301692991750315,0.7555787500000001,0.5965320000000001,0.89073,0.004888425,0.0021853999999999997,0.008069360000000001,yin_yang
0,resources/test/data_test/size_06_64B.txt,rs16,18,0,0.004780064516129032,0.002390032258064516,0.002390032258064516,0.002390032258064516,1,64,210,64,0,True,0,0,0.0,success,15,16,31,558,540,512,0.001658758003031835,0.0022115430037956685,0.0038703010068275034,0.7609967741935484,0.56889,0.90001,0.004780064516129032,0.0019998000000000004,0.0086222,yin_yang
0,resources/test/data_test/size_07_128B.txt,rs16,18,0,0.00476615737704918,0.00238307868852459,0.00238307868852459,0.00238307868852459,1,128,412,128,0,True,0,0,0.0,success,29,32,61,1098,1044,1024,0.0018679990025702864,0.0049090360043919645,0.006777035006962251,0.761692131147541,0.59295,0.90733,0.00476615737704918,0.0018534000000000007,0.008141,yin_yang
0,resources/test/data_test/size_08_256B.txt,rs16,18,0,0.004377906666666667,0.0021889533333333336,0.0021889533333333336,0.0021889533333333336,1,256,709,256,0,False,7,10,0.0048828125,mismatch,57,48,105,1890,2052,2048,0.0054383280003094114,0.006767388003936503,0.012205716004245915,0.7811046666666667,0.6155539999999999,0.90001,0.004377906666666667,0.0019998000000000004,0.007688920000000002,yin_yang
0,resources/test/data_test/size_09_512B.txt,rs16,18,0,0.004263755670103093,0.0021318778350515465,0.0021318778350515465,0.0021318778350515465,1,512,1310,512,0,True,0,0,0.0,success,114,80,194,3492,4104,4096,0.010603905000607483,0.01227843199740164,0.022882336998009123,0.7868122164948453,0.600718,0.8974600000000001,0.004263755670103093,0.0020507999999999993,0.007985640000000004,yin_yang
0,resources/test/data_test/size_10_1024B.txt,rs16,18,0,0.004321814948453608,0.002160907474226804,0.002160907474226804,0.002160907474226804,1,1024,2619,1024,0,True,0,0,0.0,success,228,160,388,6984,8208,8192,0.02226210600201739,0.03406992599775549,0.05633203199977288,0.7839092525773196,0.603102,0.9025,0.004321814948453608,0.0019500000000000006,0.007937960000000003,yin_yang
0,resources/test/data_test/size_11_2048B.txt,rs16,18,0,0.004408069210526316,0.002204034605263158,0.002204034605263158,0.002204034605263158,1,2048,5130,2048,0,False,3,5,0.00030517578125,mismatch,456,304,760,13680,16416,16384,0.04274986699601868,0.04582282400224358,0.08857269099826226,0.7795965394736842,0.58094,0.89746,0.004408069210526316,0.0020507999999999993,0.0083812,yin_yang
0,resources/test/data_test/size_12_4096B.txt,rs16,18,0,0.004323769585253456,0.002161884792626728,0.002161884792626728,0.002161884792626728,1,4096,10254,4096,0,False,3,5,0.000152587890625,mismatch,911,608,1519,27342,32796,32768,0.08355110499542207,0.09379911400174024,0.1773502189971623,0.7838115207373272,0.58695,0.89746,0.004323769585253456,0.0020507999999999993,0.008261000000000001,yin_yang
0,resources/test/data_test/size_13_8192B.txt,rs16,18,0,0.004302714916035562,0.002151357458017781,0.002151357458017781,0.002151357458017781,1,8192,20500,8192,0,False,3,8,0.0001220703125,mismatch,1821,1216,3037,54666,65556,65536,0.17797880699799862,0.13694805999693926,0.3149268669949379,0.7848642541982219,0.59893,0.8974599999999999,0.004302714916035562,0.0020507999999999993,0.008021400000000001,yin_yang
0,resources/test/data_test/size_14_16384B.txt,rs16,18,0,0.004290993512267413,0.0021454967561337066,0.0021454967561337066,0.0021454967561337066,1,16384,40993,16384,0,True,0,0,0.0,success,3641,2432,6073,109314,131076,131072,0.2337267859984422,0.33034024399967166,0.5640670299981139,0.7854503243866293,0.59295,0.89746,0.004290993512267413,0.0020507999999999993,0.008141,yin_yang
0,resources/test/data_test/size_15_32768B.txt,rs16,18,0,0.004298978231516549,0.0021494891157582746,0.0021494891157582746,0.0021494891157582746,1,32768,81986,32768,0,False,13,28,0.0001068115234375,mismatch,7282,4864,12146,218628,262152,262144,0.4577137079977547,0.7472138890007045,1.2049275969984592,0.7850510884241725,0.59893,0.89746,0.004298978231516549,0.0020507999999999993,0.008021400000000001,yin_yang
0,resources/test/data_test/size_16_65536B.txt,rs16,18,0,0.004298467103311913,0.0021492335516559566,0.0021492335516559566,0.0021492335516559566,1,65536,163863,65536,0,False,45,103,0.0001964569091796875,mismatch,14564,9712,24276,436968,524304,524288,0.9090848730047583,2.060524747997988,2.9696096210027463,0.7850766448344043,0.59893,0.89746,0.004298467103311913,0.0020507999999999993,0.008021400000000001,yin_yang
0,resources/test/data_test/size_17_131072B.txt,rs16,18,0,0.004300323978414895,0.0021501619892074476,0.0021501619892074476,0.0021501619892074476,1,131072,327726,131072,0,False,112,259,0.00024700164794921875,mismatch,29128,19424,48552,873936,1048608,1048576,1.932006442999409,6.666080188006163,8.598086631005572,0.7849838010792553,0.59893,0.89746,0.004300323978414895,0.0020507999999999993,0.008021400000000001,yin_yang
