run_id,input_path,ecc_profile,peptide_length,index_aa_length,loss_prob,mutation_prob,insertion_prob,shuffle_prob,shuffle_passes,original_size_bytes,encoded_size_bytes,decoded_size_bytes,size_delta_bytes,success,byte_errors,bit_errors,bit_error_rate,failure_mode,data_units,parity_units,tx_units,tx_residues_total,payload_bits_capacity,payload_bits_useful,encode_time_s,decode_time_s,total_time_s,score_mean,score_p10,score_p90,base_error_mean,base_error_p10,base_error_p90,encoder
0,resources/test/data_test/size_00_1B.txt,rs64,18,0,0.009724190769230768,0.004862095384615384,0.004862095384615384,0.004862095384615384,1,1,439,1,0,True,0,0,0.0,success,1,64,65,1170,36,8,0.0018301199961570092,0.006550858997798059,0.008380978993955068,0.5137904615384615,0.43934799999999996,0.594138,0.009724190769230768,0.008117240000000001,0.01121304,yin_yang
0,resources/test/data_test/size_01_2B.txt,rs64,18,0,0.008908556923076924,0.004454278461538462,0.004454278461538462,0.004454278461538462,1,2,439,2,0,True,0,0,0.0,success,1,64,65,1170,36,16,0.0006772699998691678,0.007659627997782081,0.00833689799765125,0.5545721538461539,0.44869000000000003,0.686536,0.008908556923076924,0.00626928,0.0110262,yin_yang
0,resources/test/data_test/size_02_4B.txt,rs64,18,0,0.006723969230769231,0.0033619846153846154,0.0033619846153846154,0.0033619846153846154,1,4,439,4,0,True,0,0,0.0,success,1,64,65,1170,36,32,0.0007257399993250147,0.008732438000151888,0.009458177999476902,0.6638015384615384,0.55316,0.760742,0.006723969230769231,0.00478516,0.008936800000000002,yin_yang
0,resources/test/data_test/size_03_8B.txt,rs64,18,0,0.006750078787878788,0.003375039393939394,0.003375039393939394,0.003375039393939394,1,8,446,8,0,True,0,0,0.0,success,2,64,66,1188,72,64,0.0008550229977117851,0.010679358005290851,0.011534381003002636,0.6624960606060606,0.52649,0.774335,0.006750078787878788,0.0045133,0.0094702,yin_yang
0,resources/test/data_test/size_04_16B.txt,rs64,18,0,0.006388488235294118,0.003194244117647059,0.003194244117647059,0.003194244117647059,1,16,459,16,0,True,0,0,0.0,success,4,64,68,1224,144,128,0.0010711779978009872,0.010732617003668565,0.011803795001469553,0.6805755882352941,0.5337780000000001,0.81132,0.006388488235294118,0.0037735999999999994,0.009324440000000002,yin_yang
0,resources/test/data_test/size_05_32B.txt,rs64,18,0,0.006273205555555555,0.0031366027777777776,0.0031366027777777776,0.0031366027777777776,1,32,486,32,0,True,0,0,0.0,success,8,64,72,1296,288,256,0.001483599997300189,0.01253716999781318,0.014020769995113369,0.6863397222222223,0.539832,0.83478,0.006273205555555555,0.0033044000000000007,0.009203359999999999,yin_yang
0,resources/test/data_test/size_06_64B.txt,rs64,18,0,0.0057786101265822785,0.0028893050632911393,0.0028893050632911393,0.0028893050632911393,1,64,534,64,0,True,0,0,0.0,success,15,64,79,1422,540,512,0.0022695239968015812,0.013823972003592644,0.016093496000394225,0.711069493670886,0.548316,0.8683160000000001,0.0057786101265822785,0.0026336800000000007,0.00903368,yin_yang
0,resources/test/data_test/size_07_128B.txt,rs64,18,0,0.006027892993630574,0.003013946496815287,0.003013946496815287,0.003013946496815287,1,128,1060,128,0,True,0,0,0.0,success,29,128,157,2826,1044,1024,0.005643338001391385,0.025258616005885415,0.0309019540072768,0.6986053503184713,0.56284,0.882218,0.006027892993630574,0.0023556400000000004,0.0087432,yin_yang
0,resources/test/data_test/size_08_256B.txt,rs64,18,0,0.005610016064257028,0.002805008032128514,0.002805008032128514,0.002805008032128514,1,256,1681,256,0,True,0,0,0.0,success,57,192,249,4482,2052,2048,0.008328440999321174,0.0398783389973687,0.048206779996689875,0.7194991967871487,0.55558,0.87212,0.005610016064257028,0.0025576,0.008888400000000003,yin_yang
0,resources/test/data_test/size_09_512B.txt,rs64,18,0,0.00558468341013825,0.002792341705069125,0.002792341705069125,0.002792341705069125,1,512,2930,512,0,True,0,0,0.0,success,114,320,434,7812,4104,4096,0.016011391999199986,0.0690104750028695,0.08502186700206948,0.7207658294930875,0.55074,0.88107,0.00558468341013825,0.0023786,0.0089852,yin_yang
