run_id,input_path,ecc_profile,peptide_length,index_aa_length,loss_prob,mutation_prob,insertion_prob,shuffle_prob,shuffle_passes,original_size_bytes,encoded_size_bytes,decoded_size_bytes,size_delta_bytes,success,byte_errors,bit_errors,bit_error_rate,failure_mode,data_units,parity_units,tx_units,tx_residues_total,payload_bits_capacity,payload_bits_useful,encode_time_s,decode_time_s,total_time_s,score_mean,score_p10,score_p90,base_error_mean,base_error_p10,base_error_p90
0,resources/test/data_test/size_00_1B.txt,rs64,18,0,0.010584532307692308,0.005292266153846154,0.005292266153846154,0.005292266153846154,1,1,439,1,0,True,0,0,0.0,success,1,64,65,1170,54,8,0.0011664449993986636,0.005404566996730864,0.006571011996129528,0.47077338461538465,0.40836,0.51439,0.010584532307692308,0.0097122,0.0118328
0,resources/test/data_test/size_01_2B.txt,rs64,18,0,0.010145738461538462,0.005072869230769231,0.005072869230769231,0.005072869230769231,1,2,439,2,0,True,0,0,0.0,success,1,64,65,1170,54,8,0.0004611240001395345,0.005008724998333491,0.005469848998473026,0.4927130769230769,0.43123,0.530126,0.010145738461538462,0.009397480000000001,0.0113754
0,resources/test/data_test/size_02_4B.txt,rs64,18,0,0.009399575384615385,0.0046997876923076925,0.0046997876923076925,0.0046997876923076925,1,4,439,4,0,True,0,0,0.0,success,1,64,65,1170,54,16,0.0006595960003323853,0.0037977160027367063,0.004457312003069092,0.5300212307692308,0.45457,0.603678,0.009399575384615385,0.00792644,0.010908600000000003
0,resources/test/data_test/size_03_8B.txt,rs64,18,0,0.007858409230769232,0.003929204615384616,0.003929204615384616,0.003929204615384616,1,8,439,8,0,True,0,0,0.0,success,1,64,65,1170,54,32,0.00046147400280460715,0.005778598002507351,0.0062400720053119585,0.6070795384615384,0.51318,0.710316,0.007858409230769232,0.005793680000000001,0.009736400000000001
0,resources/test/data_test/size_04_16B.txt,rs64,18,0,0.0061740606060606065,0.0030870303030303033,0.0030870303030303033,0.0030870303030303033,1,16,446,16,0,True,0,0,0.0,success,2,64,66,1188,108,64,0.0005550799978664145,0.008934851997764781,0.009489931995631196,0.6912969696969696,0.56888,0.805105,0.0061740606060606065,0.0038979,0.008622399999999999
0,resources/test/data_test/size_05_32B.txt,rs64,18,0,0.006806617910447761,0.0034033089552238803,0.0034033089552238803,0.0034033089552238803,1,32,453,32,0,True,0,0,0.0,success,3,64,67,1206,162,152,0.0006262239985517226,0.007369038001343142,0.007995261999894865,0.659669104477612,0.51197,0.784744,0.006806617910447761,0.004305120000000001,0.009760600000000001
0,resources/test/data_test/size_06_64B.txt,rs64,18,0,0.006496191549295775,0.0032480957746478874,0.0032480957746478874,0.0032480957746478874,1,64,480,64,0,True,0,0,0.0,success,7,64,71,1278,378,352,0.0008007210053619929,0.007377784000709653,0.008178505006071646,0.6751904225352112,0.56284,0.78118,0.006496191549295775,0.004376400000000001,0.0087432
0,resources/test/data_test/size_07_128B.txt,rs64,18,0,0.006463720512820513,0.0032318602564102563,0.0032318602564102563,0.0032318602564102563,1,128,527,128,0,True,0,0,0.0,success,14,64,78,1404,756,752,0.0010695840028347448,0.009231217001797631,0.010300801004632376,0.6768139743589744,0.53862,0.7793490000000001,0.006463720512820513,0.00441302,0.0092276
0,resources/test/data_test/size_08_256B.txt,rs64,18,0,0.006502657324840764,0.003251328662420382,0.003251328662420382,0.003251328662420382,1,256,1060,256,0,True,0,0,0.0,success,29,128,157,2826,1566,1560,0.0021128290027263574,0.021612276999803726,0.023725106002530083,0.6748671337579617,0.53255,0.79877,0.006502657324840764,0.004024600000000001,0.009349000000000001
0,resources/test/data_test/size_09_512B.txt,rs64,18,0,0.00674811155378486,0.00337405577689243,0.00337405577689243,0.00337405577689243,1,512,1695,512,0,True,0,0,0.0,success,59,192,251,4518,3186,3144,0.005234198004473001,0.02976574499916751,0.03499994300364051,0.662594422310757,0.53255,0.78567,0.00674811155378486,0.004286600000000001,0.009349000000000001
